,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
17690,17690,0.767,0.961,1,-6.113,1,0.077,0.0066799999999999,0.418,0.0634,0.847,126.034,audio_features,214286,4,techhouse,,Tech House Elrow Secrets,Tech House Elrow Secrets 
5952,5952,0.846,0.246,1,-15.789,1,0.103,0.157,2.3e-05,0.0936,0.185,110.026,audio_features,174517,4,Underground Rap,Drug$ II,, Drug$ II
11982,11982,0.627,0.41,0,-8.156,1,0.0349,0.279,0.0,0.107,0.0763,148.991,audio_features,141745,4,Rap,Fireflies (Outro),, Fireflies (Outro)
5505,5505,0.843,0.546,8,-7.713999999999999,1,0.464,0.0195,0.0,0.374,0.4270000000000001,159.10399999999996,audio_features,215533,4,Underground Rap,HANDGUN (feat. A$AP Rocky),, HANDGUN (feat. A$AP Rocky)
26738,26738,0.664,0.943,6,-3.127,1,0.0556,0.0155,0.733,0.715,0.7609999999999999,142.033,audio_features,197746,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
19568,19568,0.752,0.962,9,-4.447,1,0.044,0.00212,0.862,0.6659999999999999,0.0307,127.995,audio_features,420000,4,techno,,Dark Techno,Dark Techno 
17857,17857,0.8370000000000001,0.8390000000000001,1,-4.816,1,0.0712,0.0246,0.845,0.172,0.309,123.999,audio_features,317419,4,techhouse,,Dirtybird Players,Dirtybird Players 
17,17,0.602,0.578,0,-5.61,1,0.0283,0.0343,0.0,0.1639999999999999,0.156,114.956,audio_features,186261,4,Dark Trap,Murder,, Murder
28058,28058,0.5720000000000001,0.825,11,-3.325,1,0.173,0.00405,0.00173,0.281,0.195,149.97899999999996,audio_features,218400,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
28841,28841,0.532,0.877,1,-4.551,0,0.0337,0.000701,0.7509999999999999,0.5760000000000001,0.305,173.99,audio_features,253793,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
30884,30884,0.556,0.95,1,-5.125,1,0.0726,0.00563,2.7399999999999995e-05,0.146,0.213,150.164,audio_features,285780,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
31455,31455,0.529,0.942,7,-5.233,1,0.0695,0.00346,0.176,0.0961,0.433,150.023,audio_features,161586,3,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
25214,25214,0.618,0.523,5,-8.71,0,0.0563,0.0176,0.621,0.051,0.528,138.007,audio_features,403478,4,psytrance,,PsyTrance 2020/ Progressive PsyTrance Mix,PsyTrance 2020/ Progressive PsyTrance Mix 
23926,23926,0.5379999999999999,0.932,4,-6.058,1,0.039,0.00153,0.846,0.121,0.254,145.009,audio_features,529547,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
12301,12301,0.639,0.726,9,-3.764,1,0.324,0.0637,0.0,0.713,0.232,81.846,audio_features,189055,4,Rap,The Baddest,, The Baddest
12636,12636,0.621,0.525,5,-7.872999999999998,0,0.0391,0.314,0.0,0.126,0.6,180.144,audio_features,235800,4,RnB,Lonely,, Lonely
28006,28006,0.478,0.99,11,-1.109,1,0.0854,0.0009539999999999,0.857,0.0241,0.6829999999999999,150.006,audio_features,232056,4,trap,,"Buygore: Dubstep, Riddim, Trap and More","Buygore: Dubstep, Riddim, Trap and More "
2077,2077,0.672,0.8029999999999999,0,-7.692,1,0.0398,0.0431,0.667,0.0882,0.103,123.009,audio_features,220020,4,Dark Trap,Memories,, Memories
14636,14636,0.936,0.6779999999999999,10,-13.284,0,0.254,0.15,0.0,0.251,0.8590000000000001,110.426,audio_features,196493,4,Hiphop,A Gangsta's Fairytale,, A Gangsta's Fairytale
19314,19314,0.77,0.4320000000000001,0,-11.165,0,0.0605,0.211,0.951,0.104,0.302,127.992,audio_features,555000,4,techno,,Dark Techno,Dark Techno 
8724,8724,0.601,0.728,1,-5.397,1,0.0514,0.00197,1.6800000000000002e-05,0.251,0.232,160.0,audio_features,90475,4,Trap Metal,YAKUZA,, YAKUZA
17865,17865,0.884,0.6729999999999999,10,-8.381,0,0.146,0.00191,0.000243,0.0405,0.494,123.978,audio_features,342581,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
29578,29578,0.623,0.909,10,-3.847,0,0.0839,0.0135,0.00405,0.0829,0.6679999999999999,171.981,audio_features,251210,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
3629,3629,0.747,0.388,8,-8.307,1,0.384,0.0773,0.314,0.126,0.223,164.861,audio_features,129033,4,Underground Rap,Pipe Down,, Pipe Down
25480,25480,0.537,0.7959999999999999,8,-9.99,1,0.0497,0.000519,0.846,0.0481,0.18,130.007,audio_features,464250,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
18551,18551,0.804,0.903,0,-8.046,1,0.0418,0.000146,0.888,0.917,0.682,125.001,audio_features,396144,5,techhouse,,Tech House 2020,Tech House 2020 
6225,6225,0.773,0.54,11,-10.312,0,0.336,0.0361,0.0,0.158,0.482,188.08,audio_features,194116,4,Underground Rap,Underground Upbringings,, Underground Upbringings
13650,13650,0.684,0.514,0,-6.492000000000001,0,0.0431,0.269,8.97e-05,0.0623,0.556,188.164,audio_features,221480,4,RnB,Sexy Love,, Sexy Love
20893,20893,0.765,0.667,1,-11.347,0,0.0532,0.078,0.936,0.11,0.1009999999999999,124.993,audio_features,433061,4,techno,,Techno,Techno 
17045,17045,0.825,0.595,0,-9.393,1,0.0669,0.00107,0.94,0.0578,0.0781,124.003,audio_features,389039,4,techhouse,,Tech house,Tech house 
28668,28668,0.425,0.938,5,-3.065,1,0.0482,0.000252,0.797,0.126,0.0329,172.019,audio_features,321830,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
32308,32308,0.509,0.933,10,-4.484,1,0.402,0.0361,0.0,0.413,0.213,150.007,audio_features,222400,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
8473,8473,0.7070000000000001,0.617,6,-8.446,0,0.21,0.0222,0.0,0.345,0.534,160.003,audio_features,186627,4,Trap Metal,PERCS | PERCZ,, PERCS | PERCZ
20085,20085,0.616,0.711,7,-12.78,1,0.0458,0.14,0.92,0.109,0.0341,127.007,audio_features,423307,4,techno,,Minimal Techno: The Dark Undergound,Minimal Techno: The Dark Undergound 
32888,32888,0.482,0.924,9,-4.9910000000000005,0,0.0375,0.00322,0.569,0.315,0.1369999999999999,150.04,audio_features,213875,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
7661,7661,0.517,0.664,4,-7.572999999999999,0,0.405,0.0524,1.55e-05,0.302,0.45,165.204,audio_features,182054,4,Underground Rap,Goin' Thru It,, Goin' Thru It
31453,31453,0.336,0.785,1,-3.58,1,0.0618,0.0044399999999999,0.0,0.0837,0.111,150.2,audio_features,219104,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
1245,1245,0.659,0.602,5,-7.726,0,0.24,0.408,0.0,0.0939,0.112,141.901,audio_features,216338,4,Dark Trap,Help Me,, Help Me
32794,32794,0.3379999999999999,0.889,5,-3.08,1,0.0515,0.0251,0.0,0.141,0.131,155.003,audio_features,224903,4,hardstyle,,Q-Dance | Hardstyle | Top 100 | 2019,Q-Dance | Hardstyle | Top 100 | 2019 
23871,23871,0.652,0.8590000000000001,4,-8.258,1,0.0636,0.0002379999999999,0.765,0.239,0.03,137.0,audio_features,448467,4,psytrance,,Best Psytrance 2020,Best Psytrance 2020 
16742,16742,0.721,0.769,7,-6.949,1,0.0379,0.000953,0.073,0.249,0.1939999999999999,127.971,audio_features,174375,4,techhouse,,Tech House 2020,Tech House 2020 
7628,7628,0.8390000000000001,0.5379999999999999,8,-9.078,1,0.203,0.114,0.00134,0.176,0.434,191.972,audio_features,137143,4,Underground Rap,Smooth,, Smooth
3501,3501,0.251,0.944,9,-5.858,0,0.0701,0.000109,0.964,0.15,0.0463,128.014,audio_features,470177,4,Dark Trap,Intoxication & Recklessness,, Intoxication & Recklessness
4521,4521,0.936,0.7020000000000001,10,-5.305,1,0.0615,0.0473,0.0,0.0838,0.7040000000000001,195.048,audio_features,207040,4,Underground Rap,I'm Different,, I'm Different
19177,19177,0.519,0.899,4,-11.316,0,0.039,0.0053,0.7509999999999999,0.0964,0.0766,134.99200000000002,audio_features,437146,4,techno,,Techno Bangers: Bunker Style,Techno Bangers: Bunker Style 
4511,4511,0.774,0.746,8,-9.269,1,0.376,0.324,0.0,0.0934,0.84,143.085,audio_features,147667,4,Underground Rap,Knoccers,, Knoccers
7197,7197,0.7390000000000001,0.8059999999999999,8,-5.756,1,0.101,0.0566,6.56e-05,0.0884,0.152,129.925,audio_features,193113,4,Underground Rap,Rollin Off,, Rollin Off
16006,16006,0.7190000000000001,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,audio_features,200880,4,Hiphop,Who Dat Girl (feat. Akon),, Who Dat Girl (feat. Akon)
27562,27562,0.6709999999999999,0.96,8,-1.372,1,0.114,0.00418,0.123,0.2019999999999999,0.108,149.94299999999996,audio_features,230400,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
27135,27135,0.688,0.8959999999999999,11,-4.6,1,0.0438,0.00105,6.36e-06,0.574,0.59,140.018,audio_features,276533,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
29869,29869,0.746,0.5670000000000001,1,-5.174,1,0.0427,0.00198,0.902,0.162,0.124,174.0,audio_features,310345,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
15841,15841,0.764,0.46,4,-6.259,1,0.403,0.8640000000000001,0.00108,0.1369999999999999,0.523,156.02,audio_features,186153,4,Hiphop,TITLE TRACK,, TITLE TRACK
20098,20098,0.867,0.968,4,-6.997000000000001,1,0.094,0.0408,0.0226,0.135,0.6629999999999999,125.827,audio_features,145000,4,techno,,True Techno,True Techno 
10310,10310,0.517,0.0723,0,-13.793,1,0.0392,0.738,0.0,0.11,0.269,108.22,audio_features,176800,4,Emo,The Book of Love,, The Book of Love
15695,15695,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,170.084,audio_features,129882,4,Hiphop,ORANGE SODA,, ORANGE SODA
9279,9279,0.693,0.838,1,-8.254,0,0.143,0.468,0.0,0.1639999999999999,0.224,131.989,audio_features,117250,4,Trap Metal,SixFeetDeep,, SixFeetDeep
5034,5034,0.69,0.561,0,-10.564,1,0.149,0.179,0.00146,0.688,0.239,199.204,audio_features,154623,4,Underground Rap,666problems,, 666problems
12540,12540,0.495,0.883,11,-4.087,1,0.299,0.287,0.0,0.138,0.782,184.272,audio_features,329627,4,RnB,Pimpin' All Over The World,, Pimpin' All Over The World
1061,1061,0.723,0.619,9,-8.002,0,0.0773,0.354,0.0,0.0979,0.458,145.065,audio_features,164690,4,Dark Trap,Cosey's World,, Cosey's World
20413,20413,0.8079999999999999,0.774,7,-11.25,1,0.0696,0.000949,0.863,0.361,0.472,130.023,audio_features,456231,4,techno,,DARK UNDERGROUND TECHNO,DARK UNDERGROUND TECHNO 
9969,9969,0.482,0.873,0,-4.73,1,0.0348,0.106,0.0,0.108,0.441,143.941,audio_features,220080,4,Emo,One Day Too Late,, One Day Too Late
20774,20774,0.733,0.85,9,-6.428999999999999,1,0.0821,0.0248,0.902,0.6809999999999999,0.149,126.026,audio_features,420456,4,techno,,Techno,Techno 
31202,31202,0.324,0.921,11,-5.0760000000000005,0,0.0604,0.0079099999999999,0.0016699999999999,0.083,0.145,149.803,audio_features,455831,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
22848,22848,0.521,0.7929999999999999,11,-4.59,0,0.0621,8.13e-05,0.472,0.14,0.182,137.986,audio_features,423908,4,trance,,"Uplifting Trance, Euphoric Trance","Uplifting Trance, Euphoric Trance "
5467,5467,0.72,0.8290000000000001,5,-6.704,1,0.301,0.1639999999999999,0.0,0.341,0.5479999999999999,184.058,audio_features,177391,4,Underground Rap,My Feelings (feat. Snoop),, My Feelings (feat. Snoop)
29918,29918,0.541,0.866,7,-7.6389999999999985,1,0.0559,0.0001409999999999,0.633,0.341,0.0436,175.453,audio_features,274520,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
8462,8462,0.302,0.892,8,-4.01,1,0.112,0.000125,0.0,0.0413,0.0611,129.88,audio_features,100517,4,Trap Metal,Blind,, Blind
26845,26845,0.638,0.897,2,-1.287,1,0.0602,0.000218,0.0522,0.134,0.336,150.072,audio_features,134417,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
8551,8551,0.936,0.359,5,-13.039,1,0.14,0.0122,0.0026,0.105,0.412,129.966,audio_features,77035,4,Trap Metal,Betty Crocker,, Betty Crocker
27886,27886,0.7190000000000001,0.968,6,-2.521,0,0.1119999999999999,0.00626,0.0533,0.127,0.294,140.029,audio_features,248512,4,trap,,Lost Lands 2019,Lost Lands 2019 
16206,16206,0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,audio_features,280173,4,Hiphop,Hate Bein' Sober,, Hate Bein' Sober
5241,5241,0.7559999999999999,0.535,11,-9.78,1,0.223,0.0373,0.00169,0.117,0.0698,109.927,audio_features,163159,4,Underground Rap,Elixir,, Elixir
1173,1173,0.469,0.7170000000000001,4,-4.972,0,0.187,0.423,0.00147,0.128,0.272,163.984,audio_features,130978,4,Dark Trap,Chariot Of Fire,, Chariot Of Fire
15134,15134,0.5870000000000001,0.648,1,-7.494,1,0.32,0.0273,2.01e-05,0.0683,0.224,103.283,audio_features,241682,4,Hiphop,NEVER,, NEVER
19056,19056,0.743,0.923,1,-11.175,1,0.0454,5.51e-05,0.784,0.107,0.0746,130.613,audio_features,169040,3,techno,,True Techno,True Techno 
20199,20199,0.7609999999999999,0.994,10,-7.959,0,0.0595,0.0405,0.8340000000000001,0.1169999999999999,0.28,133.989,audio_features,356600,4,techno,,Dark Techno Rave,Dark Techno Rave 
7081,7081,0.6659999999999999,0.693,1,-3.638,1,0.199,0.047,0.0,0.115,0.132,159.972,audio_features,219754,4,Underground Rap,Conscience (feat. Future),, Conscience (feat. Future)
15108,15108,0.612,0.5379999999999999,7,-7.337999999999999,0,0.065,0.187,0.0,0.102,0.231,146.89600000000004,audio_features,156996,4,Hiphop,For You,, For You
4566,4566,0.691,0.56,2,-6.21,1,0.0735,0.0923,0.0,0.11,0.392,200.094,audio_features,139259,4,Underground Rap,"New Chains, Same Shackles",," New Chains, Same Shackles"
24734,24734,0.677,0.975,5,-6.155,0,0.0568,2.39e-05,0.85,0.0973,0.406,146.006,audio_features,470402,4,psytrance,,"Psytrance Intensifies (Goa, Psychedelic, Full on)","Psytrance Intensifies (Goa, Psychedelic, Full on) "
16508,16508,0.7909999999999999,0.627,1,-7.474,1,0.307,0.477,0.0,0.645,0.708,189.924,audio_features,228467,4,Hiphop,Block Episode,, Block Episode
15493,15493,0.718,0.488,1,-12.136,1,0.197,0.276,1.79e-06,0.667,0.669,184.118,audio_features,253373,4,Hiphop,Lifesaver,, Lifesaver
29458,29458,0.565,0.975,2,-4.0280000000000005,1,0.0489,0.00198,0.8390000000000001,0.0493,0.701,173.982,audio_features,290158,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
17781,17781,0.883,0.908,11,-6.996,0,0.0622,0.000108,0.0603,0.0646,0.973,123.989,audio_features,411282,4,techhouse,,Beatoirt Best New Tech House,Beatoirt Best New Tech House 
6732,6732,0.568,0.6809999999999999,10,-6.353,0,0.0941,0.271,0.0,0.136,0.453,159.99200000000005,audio_features,186750,4,Underground Rap,Drugs & Whatever You Want,, Drugs & Whatever You Want
30152,30152,0.3979999999999999,0.956,10,-4.096,0,0.168,0.00339,0.0935,0.384,0.0396,174.988,audio_features,278690,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
5570,5570,0.583,0.414,0,-11.211,1,0.0411,0.0491,0.000881,0.393,0.0515,196.034,audio_features,139707,4,Underground Rap,drugz,, drugz
2697,2697,0.5920000000000001,0.304,6,-16.930999999999994,0,0.176,0.733,0.851,0.111,0.302,140.018,audio_features,294875,4,Dark Trap,Blackout,, Blackout
24852,24852,0.526,0.973,11,-6.854,0,0.0397,0.0023899999999999,0.964,0.193,0.54,138.003,audio_features,579140,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
21345,21345,0.205,0.994,9,-5.852,0,0.358,0.00135,0.976,0.107,0.032,138.007,audio_features,306087,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
21389,21389,0.304,0.947,6,-6.035,1,0.12,0.00296,0.931,0.109,0.0516,137.963,audio_features,186000,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
27454,27454,0.5760000000000001,0.952,9,-2.191,1,0.148,0.00141,0.000389,0.132,0.281,150.126,audio_features,225600,4,trap,,Lost Lands 2019,Lost Lands 2019 
25463,25463,0.525,0.903,6,-6.672999999999999,0,0.0532,0.000726,0.677,0.502,0.156,144.001,audio_features,493337,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
22824,22824,0.516,0.882,8,-6.995,1,0.0645,0.00155,0.00892,0.157,0.531,137.966,audio_features,197871,4,trance,,TRANNCE 2020 Best Trance Music Official,TRANNCE 2020 Best Trance Music Official 
2516,2516,0.331,0.8140000000000001,7,-3.387,0,0.045,0.271,0.949,0.118,0.193,150.166,audio_features,227200,4,Dark Trap,Blockula,, Blockula
23594,23594,0.401,0.599,7,-6.39,1,0.0366,0.074,0.0,0.0824,0.0901,139.859,audio_features,222000,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
12363,12363,0.8540000000000001,0.6629999999999999,2,-5.198,1,0.0676,0.0935,3.66e-06,0.0606,0.9,199.424,audio_features,223800,4,RnB,Uh Huh,, Uh Huh
21706,21706,0.608,0.947,9,-8.406,0,0.0526,0.0513,0.828,0.0587,0.519,127.989,audio_features,478292,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
2308,2308,0.274,0.7829999999999999,9,-10.414,0,0.144,0.00148,0.605,0.148,0.0788,112.065,audio_features,207879,4,Dark Trap,Mental-E2,, Mental-E2
1641,1641,0.726,0.291,5,-13.61,1,0.073,0.519,0.0299,0.0495,0.158,169.0,audio_features,152667,4,Dark Trap,Resurrection,, Resurrection
3913,3913,0.635,0.8290000000000001,2,-5.385,1,0.0585,0.00625,0.0,0.185,0.251,139.958,audio_features,137247,4,Underground Rap,Murder's That I Do,, Murder's That I Do
13926,13926,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.1639999999999999,0.446,206.038,audio_features,247160,4,Pop,Something Just Like This,, Something Just Like This
31615,31615,0.53,0.979,10,-2.145,0,0.0559,0.00312,0.000625,0.33,0.482,150.043,audio_features,195380,4,hardstyle,,Greatest Hardstyle Playlist,Greatest Hardstyle Playlist 
6987,6987,0.8340000000000001,0.748,4,-2.655,1,0.0476,0.263,0.0,0.121,0.8240000000000001,132.071,audio_features,203702,4,Underground Rap,Who Are You?,, Who Are You?
22083,22083,0.509,0.939,10,-5.729,0,0.0982,0.00594,0.12,0.357,0.2,128.03,audio_features,201000,4,trance,,Progressive Trance,Progressive Trance 
15607,15607,0.569,0.541,9,-6.0360000000000005,1,0.381,0.474,0.0,0.254,0.206,164.84599999999998,audio_features,452504,4,Hiphop,everything,, everything
21262,21262,0.764,0.7879999999999999,4,-9.216,1,0.0596,0.00545,0.894,0.115,0.0286,129.002,audio_features,428037,4,techno,,Techno,Techno 
30296,30296,0.6559999999999999,0.83,1,-5.699,1,0.0548,0.000287,0.8340000000000001,0.1119999999999999,0.0727,175.985,audio_features,350575,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
29466,29466,0.356,0.952,4,1.4980000000000002,0,0.2339999999999999,0.0986,0.623,0.537,0.0539,176.977,audio_features,223729,4,dnb,,Fingah Pistols!,Fingah Pistols! 
5455,5455,0.49,0.536,8,-11.079,1,0.435,0.12,0.0,0.225,0.512,157.672,audio_features,331364,1,Underground Rap,Story (feat. Rocaine),, Story (feat. Rocaine)
2898,2898,0.5870000000000001,0.711,2,-8.638,0,0.0309,0.645,0.7090000000000001,0.123,0.304,135.024,audio_features,234667,4,Dark Trap,Johnny Belinda,, Johnny Belinda
18141,18141,0.8079999999999999,0.7490000000000001,2,-6.483,1,0.0432,0.000129,0.102,0.0459,0.923,124.999,audio_features,135219,4,techhouse,,Tech House 2020,Tech House 2020 
26155,26155,0.562,0.94,5,-3.915,0,0.172,0.0021899999999999,0.104,0.1689999999999999,0.172,150.058,audio_features,236963,4,trap,,Riddim Dubstep 2017-2018-2019,Riddim Dubstep 2017-2018-2019 
28059,28059,0.545,0.867,6,-3.846,1,0.115,0.0354,0.0224,0.147,0.142,145.072,audio_features,217529,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
18304,18304,0.715,0.6890000000000001,4,-10.669,0,0.0709,0.0309,0.615,0.0942,0.2789999999999999,125.043,audio_features,202226,4,techhouse,,Tech house,Tech house 
7184,7184,0.763,0.5720000000000001,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,audio_features,190472,4,Underground Rap,Drew Barrymore,, Drew Barrymore
10669,10669,0.597,0.909,1,-4.785,0,0.0585,0.0126,5.01e-05,0.125,0.682,118.981,audio_features,262827,4,Emo,I Wanna Dance With Somebody (Who Loves Me) - Recorded at Spotify Studios NYC,, I Wanna Dance With Somebody (Who Loves Me) - Recorded at Spotify Studios NYC
12375,12375,0.485,0.8740000000000001,8,-0.6559999999999999,1,0.35,0.012,0.0,0.109,0.573,190.032,audio_features,264920,4,RnB,Back To The Crib,, Back To The Crib
6060,6060,0.648,0.701,10,-3.5460000000000003,1,0.186,0.417,9.9e-06,0.103,0.588,177.94299999999996,audio_features,189977,4,Underground Rap,Hear Me Calling,, Hear Me Calling
20747,20747,0.721,0.953,5,-8.977,0,0.0596,4.48e-05,0.887,0.466,0.0361,133.003,audio_features,414647,4,techno,,techno. only. (08/02),techno. only. (08/02) 
19950,19950,0.7929999999999999,0.91,5,-8.392000000000001,0,0.107,0.0152,0.894,0.0992,0.317,125.004,audio_features,372600,4,techno,,Techno,Techno 
27716,27716,0.581,0.97,6,-3.0010000000000003,0,0.129,0.00259,0.165,0.182,0.296,150.122,audio_features,211225,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
1339,1339,0.7509999999999999,0.64,11,-9.876,1,0.104,0.369,0.428,0.124,0.416,137.99200000000002,audio_features,112625,4,Dark Trap,$wamp,, $wamp
13947,13947,0.578,0.939,6,-3.676,1,0.0654,0.00421,0.231,0.521,0.216,128.12,audio_features,136875,4,Pop,Broken Love,, Broken Love
21583,21583,0.466,0.948,5,-7.255,0,0.131,0.00395,0.000104,0.495,0.077,137.898,audio_features,188043,4,trance,,UPLIFTING TRANCE 2020,UPLIFTING TRANCE 2020 
16461,16461,0.813,0.515,10,-8.226,0,0.276,0.27,4.01e-06,0.112,0.26,179.562,audio_features,254640,4,Hiphop,"Shook Ones, Part I - Original Version",," Shook Ones, Part I - Original Version"
2389,2389,0.602,0.569,9,-8.92,0,0.0408,0.144,0.888,0.117,0.0583,119.973,audio_features,202005,4,Dark Trap,Omni Nocte,, Omni Nocte
1694,1694,0.307,0.845,4,-6.598,0,0.373,0.00157,0.0,0.105,0.448,154.138,audio_features,177882,1,Dark Trap,Stop Torturing Me,, Stop Torturing Me
1726,1726,0.58,0.8190000000000001,6,-2.268,1,0.146,0.207,0.0,0.447,0.201,126.769,audio_features,82260,4,Dark Trap,I Want To Believe,, I Want To Believe
16062,16062,0.6970000000000001,0.7609999999999999,11,-7.647,0,0.302,0.157,0.0,0.789,0.6659999999999999,163.45600000000005,audio_features,211493,4,Hiphop,Good Times,, Good Times
